1778498354.750793720,268.00
1778498354.887526126,237.87
1778498355.094598860,208.86
1778498355.257958184,179.22
1778498355.417276114,159.59
1778498355.578809743,160.27
1778498355.753621501,160.60
1778498355.920282802,161.18
1778498356.086855597,161.55
1778498356.252818787,159.87
1778498356.414094342,158.91
1778498356.576508584,157.91
1778498356.752006155,157.72
1778498356.917366873,157.61
1778498357.083612367,157.53
1778498357.246477909,156.33
1778498357.414060087,153.86
1778498357.587448599,153.35
1778498357.742234750,170.06
1778498357.904265462,213.67
1778498358.071031357,255.40
1778498358.234326282,299.51
1778498358.391043862,321.94
1778498358.561057201,390.89
1778498358.887646654,388.47
1778498359.053412527,388.95
1778498359.216687939,387.34
1778498359.377810539,388.34
1778498359.540696357,386.40
1778498359.707032873,388.84
1778498360.036257410,387.06
1778498360.200450188,389.67
1778498360.366676058,389.07
1778498360.524370754,385.92
1778498360.685595983,389.79
1778498360.855732940,386.77
1778498361.029759134,386.46
1778498361.203731884,387.72
1778498361.365930424,384.31
1778498361.540167265,388.09
1778498361.705912340,383.42
1778498361.873765030,384.04
1778498362.051165664,386.54
1778498362.219825331,383.23
1778498362.380056021,386.52
1778498362.541135045,386.95
1778498362.711750960,382.90
1778498362.880734886,386.87
1778498363.042497243,382.03
1778498363.202924600,387.75
1778498363.362912849,386.51
1778498363.533018851,381.24
1778498363.700622079,385.07
1778498363.859384413,385.64
1778498364.020221233,380.39
1778498364.179662688,384.42
1778498364.347098256,381.03
1778498364.514643516,380.00
1778498364.682298087,384.17
1778498364.851767875,380.83
1778498365.021915476,384.51
1778498365.192068671,384.04
1778498365.359175979,382.76
1778498365.527243673,383.81
1778498365.687090127,384.50
1778498365.848416603,382.34
1778498366.021361976,384.40
1778498366.189229054,384.39
1778498366.362335006,379.22
1778498366.526327818,383.62
1778498366.697845247,383.48
1778498366.854689986,375.91
1778498367.022776133,382.72
1778498367.191554636,382.54
1778498367.363842362,378.39
1778498367.518564278,382.78
1778498367.672706506,383.83
1778498369.889309300,383.75
1778498370.054321601,383.66
1778498370.217045500,383.72
1778498370.375130888,380.36
1778498370.545961035,383.95
1778498370.711570104,383.67
1778498370.876386074,383.97
1778498371.038726936,382.78
1778498371.205869767,383.12
1778498371.374421193,382.92
1778498371.535038222,381.80
1778498371.695703592,382.35
1778498371.861227226,382.11
1778498372.016829335,382.16
1778498372.189713666,382.39
1778498372.360738906,383.39
1778498372.531102285,388.97
1778498372.699271948,380.18
1778498372.864748601,379.69
1778498373.021947361,381.22
1778498373.201334507,378.26
1778498373.361791744,378.94
1778498373.526093033,380.42
1778498373.690434156,379.95
1778498373.853724096,380.45
1778498374.023319517,380.67
1778498374.179733345,379.32
1778498374.346355512,380.12
1778498374.513114352,378.93
1778498374.673228462,389.90
1778498374.838993985,379.77
1778498375.002422514,379.49
1778498375.170614057,379.94
1778498375.326332765,379.06
1778498375.499066531,380.60
1778498375.669919600,379.39
1778498375.840457291,389.12
1778498376.006300297,379.12
1778498376.211765389,377.70
1778498376.381281594,387.72
1778498376.546440047,378.72
1778498376.730869607,379.09
1778498376.901657413,389.10
1778498377.069823553,379.83
1778498377.238688079,379.96
1778498377.392217397,379.84
1778498377.548015652,384.19
1778498377.708533397,378.78
1778498377.861721512,378.40
1778498378.029953357,388.17
1778498378.192755083,378.91
1778498378.363795597,379.15
1778498378.524861070,378.17
1778498378.679507621,387.67
1778498378.838961089,375.88
1778498379.006193169,377.88
1778498379.170022704,376.73
1778498379.332658352,382.87
1778498379.493766168,377.08
1778498379.647538180,377.31
1778498379.814160421,389.76
1778498379.974083549,388.61
1778498380.135487267,376.28
1778498380.293231532,376.67
1778498380.461516023,385.28
1778498380.620558504,382.67
1778498380.788038644,373.95
1778498380.950017978,371.37
1778498381.106477038,384.58
1778498381.273255227,373.86
1778498381.430111895,374.43
1778498381.594825786,377.12
1778498381.760504624,386.60
1778498381.933365408,374.16
1778498382.099432145,375.18
1778498382.261853909,385.95
1778498382.420669543,385.25
1778498382.583044649,374.32
1778498382.735983077,375.32
1778498382.887909497,374.54
1778498383.048247368,386.68
1778498383.208479439,375.52
1778498383.362554737,375.18
1778498383.527883669,376.79
1778498383.691663203,384.92
1778498383.856085329,373.97
1778498384.013718643,373.70
1778498384.173444367,381.95
1778498384.328911530,385.54
1778498384.482125316,378.99
1778498384.639217452,378.16
1778498384.801289013,390.34
1778498384.954120085,377.04
1778498385.113112353,371.68
1778498385.272979825,359.06
1778498385.433877384,355.92
1778498385.596763246,344.03
1778498385.755453214,338.07
1778498385.914670863,332.84
1778498386.072898225,333.33
1778498386.236788006,333.35
1778498386.394565340,333.12
1778498386.557257533,333.07
1778498386.713788611,303.95
