1778498318.722907131,252.30
1778498318.904092044,222.70
1778498319.111536768,193.79
1778498319.280565402,180.19
1778498319.447968075,159.30
1778498319.616930700,160.79
1778498319.781124784,161.56
1778498319.943270658,162.36
1778498320.108572241,162.29
1778498320.270654750,161.72
1778498320.435944558,159.84
1778498320.594649396,158.89
1778498320.758099040,158.89
1778498320.920897775,158.71
1778498321.082773587,158.54
1778498321.244995847,158.27
1778498321.406720606,158.05
1778498321.572695491,158.97
1778498321.729014035,195.31
1778498321.895264692,237.43
1778498322.058174311,277.05
1778498322.224838948,298.07
1778498322.387505502,339.40
1778498322.544082189,381.08
1778498322.705021347,385.12
1778498322.873166472,385.54
1778498323.033510420,388.46
1778498323.196406146,388.11
1778498323.362452683,389.88
1778498323.525890506,389.77
1778498323.702905370,387.15
1778498323.862739947,388.61
1778498324.018943635,386.38
1778498324.180876456,388.24
1778498324.341171269,387.82
1778498324.509950951,383.00
1778498324.672053821,385.97
1778498324.839000600,381.66
1778498324.998148867,385.41
1778498325.164282146,384.93
1778498325.338066916,380.32
1778498325.500226435,384.91
1778498325.671784201,385.16
1778498325.841063641,384.65
1778498326.013459298,383.71
1778498326.225726188,379.56
1778498326.398904811,384.24
1778498326.572639161,379.65
1778498326.737634224,379.03
1778498326.892674698,384.56
1778498327.061322157,379.69
1778498327.226524970,384.22
1778498327.488105799,381.07
1778498327.666337997,384.40
1778498327.834715517,384.15
1778498327.989909601,384.24
1778498328.151544405,384.17
1778498328.315199424,383.89
1778498328.470648091,384.45
1778498328.651276390,382.59
1778498328.807564803,382.46
1778498328.966710705,382.63
1778498329.131107097,381.69
1778498329.296322902,381.94
1778498329.455187288,382.03
1778498329.626548818,382.29
1778498329.785707072,382.69
1778498329.947744752,382.86
1778498330.116884608,382.87
1778498330.269827254,382.32
1778498330.426920197,382.30
1778498330.593006124,380.23
1778498330.746674007,382.53
1778498330.909556868,382.61
1778498331.073081776,382.10
1778498331.230956837,382.81
1778498331.395281658,382.31
1778498331.560692204,387.85
1778498331.721098987,381.82
1778498331.880090338,382.25
1778498332.039630242,381.83
1778498332.198061378,381.81
1778498332.357271197,381.63
1778498332.518434872,382.80
1778498332.680232525,381.46
1778498332.850328388,381.56
1778498333.012748419,381.34
1778498333.167469487,385.47
1778498333.326159771,380.54
1778498333.490550613,380.11
1778498333.654289953,380.43
1778498333.810535305,378.66
1778498333.984554024,379.59
1778498334.144937360,379.56
1778498334.300838402,388.64
1778498334.450830618,380.27
1778498334.615085787,379.75
1778498334.769753479,378.52
1778498334.936370034,381.07
1778498335.112706503,378.59
1778498335.282099512,378.42
1778498335.443840550,386.52
1778498335.601029581,378.23
1778498337.806869085,379.43
1778498337.964431388,379.84
1778498338.133675543,387.08
1778498338.306034725,378.79
1778498338.466199248,378.03
1778498338.626414020,378.45
1778498338.792723832,378.58
1778498338.962298603,376.52
1778498339.115835890,377.30
1778498339.277640124,386.67
1778498339.436125295,377.08
1778498339.595247896,377.68
1778498339.749986258,377.46
1778498339.903750489,386.92
1778498340.067673236,379.07
1778498340.228159974,377.01
1778498340.380082577,377.73
1778498340.539969915,386.74
1778498340.699327166,375.23
1778498340.858672142,376.23
1778498341.024801895,383.44
1778498341.226444366,385.61
1778498341.394606692,375.37
1778498341.548321349,376.15
1778498341.707599537,385.94
1778498341.866884222,380.71
1778498342.037134209,375.13
1778498342.190409953,375.09
1778498342.352300832,384.84
1778498342.517226555,377.99
1778498342.688549413,374.02
1778498342.845938455,374.03
1778498343.006908129,384.89
1778498343.158411501,385.36
1778498343.325467824,373.83
1778498343.529064591,373.45
1778498343.689046485,383.54
1778498343.852740607,376.97
1778498344.025238507,372.78
1778498344.187069692,372.70
1778498344.343627266,384.23
1778498344.505903705,379.86
1778498344.675840347,374.50
1778498344.840962428,374.60
1778498345.001056617,386.52
1778498345.162254802,385.23
1778498345.332457322,374.15
1778498345.487766621,373.79
1778498345.647857062,384.90
1778498345.816408853,383.84
1778498345.975461224,372.68
1778498346.129631297,372.19
1778498346.294856663,384.33
1778498346.454742736,383.33
1778498346.606949823,375.50
1778498346.777268543,373.25
1778498346.930897579,385.43
1778498347.094845999,385.15
1778498347.247749632,385.70
1778498347.417887805,375.61
1778498347.571621516,374.14
1778498347.729102000,385.34
1778498347.887160457,384.39
1778498348.052211736,373.42
1778498348.218813700,371.97
1778498348.388362575,383.29
1778498348.548267964,383.72
1778498348.704710426,384.41
1778498348.867958925,372.54
1778498349.024058049,383.30
1778498349.176741435,383.16
1778498349.353976413,383.52
1778498349.516064743,371.69
1778498349.671920411,371.10
1778498349.835213842,383.31
1778498349.988270817,382.98
1778498350.142613509,374.32
1778498350.301093738,374.67
1778498350.459495517,380.69
1778498350.617660950,386.36
1778498350.781601310,370.12
1778498350.932671819,363.95
1778498351.086073842,347.81
1778498351.243413893,344.18
1778498351.397403327,329.93
1778498351.556625782,322.70
1778498351.716631280,321.55
1778498351.869294483,317.24
1778498352.023839982,319.73
1778498352.180597128,321.80
1778498352.335959726,318.01
1778498352.491433876,322.71
1778498352.646507428,320.98
1778498352.798441060,319.81
1778498352.952193171,322.76
1778498353.116387908,319.58
1778498353.267243185,320.62
1778498353.421970679,320.69
1778498353.581691480,318.36
1778498353.732733284,321.17
1778498353.885132972,320.00
1778498354.046712037,319.76
1778498354.199075056,322.37
1778498354.355846394,319.42
1778498354.512478350,298.93
